Station Name: Markree
Station Height: 34 M 
Latitude:54.172  ,Longitude: -8.453


date:  -  00 to 00 utc
rain:  -  Precipitation Amount (mm)
maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)
gmin:  -  09utc Grass Minimum Temperature (C)
soil:  -  Mean 10cm soil temperature (C)
cbl:   -  Mean CBL Pressure (hpa)
ind:   -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
20-jun-2010,0,16.9,0,5.3,0,3.9,0,0.0,1019.9,18.097
21-jun-2010,0,24.8,0,4.1,0,3.8,0,0.0,1017.8,18.905
22-jun-2010,0,20.0,0,6.6,0,5.8,0,0.0,1016.2,17.610
23-jun-2010,0,18.8,0,11.7,0,11.8,0,0.8,1014.3,17.240
24-jun-2010,0,19.7,0,8.4,0,9.3,0,0.3,1014.7,17.795
25-jun-2010,0,21.7,0,5.1,0,5.1,0,0.0,1012.1,17.372
26-jun-2010,0,22.0,0,13.8,0,13.7,0,0.3,1008.1,19.410
27-jun-2010,0,19.6,0,11.1,0,11.9,0,4.1,1009.8,18.230
28-jun-2010,0,18.8,0,8.8,0,3.5,0,3.5,1012.0,16.908
29-jun-2010,0,20.4,0,7.5,0,4.0,0,0.0,1014.9,17.935
30-jun-2010,0,21.4,0,9.6,0,6.6,0,8.2,1006.3,17.882
01-jul-2010,0,19.9,0,12.9,0,14.1,0,7.8,996.8,17.882
02-jul-2010,0,19.6,0,11.7,0,7.8,0,2.2,1001.4,16.885
03-jul-2010,0,17.6,0,10.6,0,7.6,0,2.8,1009.3,16.245
04-jul-2010,0,18.1,0,11.7,0,11.8,0,7.4,1006.8,16.423
05-jul-2010,0,16.6,0,10.4,0,8.4,0,1.0,1017.8,16.243
06-jul-2010,0,19.1,0,8.8,0,6.7,0,3.7,1014.0,15.082
07-jul-2010,0,17.6,0,11.1,0,7.2,0,0.3,1007.2,15.337
08-jul-2010,0,17.8,0,9.6,0,5.8,0,2.3,1008.2,15.705
09-jul-2010,0,16.6,0,10.7,0,13.2,0,7.9,1007.1,16.350
10-jul-2010,0,17.4,0,10.9,0,9.7,0,28.3,1003.1,16.190
11-jul-2010,0,16.9,0,10.4,0,9.3,0,6.5,1004.9,16.657
12-jul-2010,0,18.4,0,10.5,0,9.9,0,0.5,1008.5,17.525
13-jul-2010,0,19.7,0,11.6,0,10.1,0,1.5,1000.6,16.900
14-jul-2010,0,20.1,0,12.1,0,13.0,0,13.0,991.5,17.052
15-jul-2010,0,18.9,0,10.2,0,7.6,0,20.2,989.7,16.892
16-jul-2010,0,15.0,0,10.8,0,11.0,0,2.9,998.3,16.327
17-jul-2010,0,18.8,0,10.9,0,10.4,0,2.7,1009.3,16.415
18-jul-2010,0,20.8,0,13.3,0,12.8,0,0.6,1010.0,17.472
19-jul-2010,0,19.9,0,13.4,0,13.0,0,1.4,1007.8,17.950
20-jul-2010,0,18.5,0,11.1,0,7.7,0,12.2,1003.8,17.210
21-jul-2010,0,15.9,0,12.0,0,12.3,0,19.2,1002.8,16.240
22-jul-2010,0,17.8,0,7.5,0,10.6,0,0.3,1011.2,16.612
23-jul-2010,0,17.3,0,4.6,0,2.7,0,0.0,1016.6,15.608
24-jul-2010,0,18.2,0,13.4,0,13.2,0,0.7,1014.5,17.343
25-jul-2010,0,17.8,0,13.4,0,13.4,0,1.4,1014.8,17.330
26-jul-2010,0,21.9,0,15.1,0,15.6,0,1.7,1013.9,18.257
27-jul-2010,0,17.3,0,12.7,0,13.5,0,1.4,1013.0,17.743
28-jul-2010,0,17.5,0,11.8,0,11.4,0,0.5,1014.5,17.500
29-jul-2010,0,16.0,0,12.3,0,13.4,0,1.5,1013.2,17.083
30-jul-2010,0,17.3,0,12.4,0,14.1,0,17.6,1007.9,17.003
31-jul-2010,0,17.5,0,12.1,0,11.7,0,2.5,1006.2,16.562
01-aug-2010,0,17.5,0,10.4,0,12.8,0,5.7,1011.5,17.670
02-aug-2010,0,16.2,0,7.7,0,6.9,0,0.7,1013.8,16.112
03-aug-2010,0,15.5,0,10.5,0,12.5,0,9.2,1008.8,16.230
04-aug-2010,0,16.3,0,10.3,0,11.4,0,2.1,1006.9,16.350
05-aug-2010,0,16.9,0,11.2,0,11.6,0,3.2,1006.4,17.073
06-aug-2010,0,17.5,0,13.2,0,13.1,0,3.4,1002.8,17.060
07-aug-2010,0,17.6,0,7.8,0,13.4,0,1.7,1011.8,17.523
08-aug-2010,0,18.5,0,5.7,0,6.3,0,2.2,1013.1,16.267
09-aug-2010,0,17.1,0,11.3,0,13.3,0,3.2,1005.2,17.080
10-aug-2010,0,16.6,0,9.8,0,11.2,0,1.1,1005.0,16.802
11-aug-2010,0,17.0,0,7.8,0,7.9,0,1.5,1012.0,16.358
12-aug-2010,0,16.1,0,11.8,0,11.6,0,1.5,1018.0,16.222
13-aug-2010,0,16.0,0,11.2,0,12.2,0,0.6,1021.1,16.433
14-aug-2010,0,16.9,0,9.8,0,12.3,0,7.8,1019.7,16.438
15-aug-2010,0,22.4,0,6.1,0,7.1,0,0.1,1020.7,17.257
16-aug-2010,0,16.3,0,7.8,0,8.3,0,10.3,1013.5,15.807
17-aug-2010,0,16.4,0,11.2,0,10.9,0,1.1,1006.5,16.407
18-aug-2010,0,16.9,0,10.5,0,11.1,0,3.2,1001.1,16.235
19-aug-2010,0,18.5,0,10.1,0,11.9,0,0.2,997.8,16.400
20-aug-2010,0,18.9,0,13.1,0,14.7,0,1.8,998.8,17.830
21-aug-2010,0,18.8,0,8.1,0,12.9,0,3.0,1007.5,16.892
22-aug-2010,0,18.2,0,6.6,0,7.0,0,5.2,1004.2,15.930
23-aug-2010,0,15.3,0,10.0,0,12.9,0,6.7,996.2,16.545
24-aug-2010,0,15.3,0,5.5,0,10.7,0,8.6,1002.3,15.363
25-aug-2010,0,18.3,0,2.6,0,4.8,0,0.1,1007.8,14.795
26-aug-2010,0,17.9,0,3.0,0,4.4,0,0.0,1006.8,15.085
27-aug-2010,0,16.2,0,3.0,0,3.9,0,0.1,1012.3,14.535
28-aug-2010,0,16.4,0,10.0,0,9.8,0,4.7,1018.0,15.275
29-aug-2010,0,15.3,0,4.6,0,11.8,0,6.8,1019.1,15.773
30-aug-2010,0,19.1,0,0.8,0,2.8,0,0.0,1023.1,14.100
31-aug-2010,0,18.5,0,3.6,0,3.5,0,0.0,1019.2,14.055
01-sep-2010,0,20.2,0,10.0,0,10.1,0,0.0,1015.2,15.015
02-sep-2010,0,21.8,0,9.3,0,9.3,0,0.0,1014.4,15.260
03-sep-2010,0,21.6,0,11.3,0,11.5,0,0.0,1012.8,15.443
04-sep-2010,0,22.0,0,13.9,0,13.3,0,4.9,1010.2,16.038
05-sep-2010,0,19.7,0,14.6,0,13.9,0,5.8,1002.8,16.347
06-sep-2010,0,17.1,0,12.7,0,14.1,0,20.0,992.7,15.788
07-sep-2010,0,15.4,0,12.2,0,13.4,0,16.3,989.2,15.050
08-sep-2010,0,18.8,0,11.6,0,11.8,0,4.4,996.9,15.382
09-sep-2010,0,18.7,0,9.6,0,10.6,0,7.5,1005.6,15.608
10-sep-2010,0,20.2,0,14.0,0,13.2,0,0.9,1003.0,16.450
11-sep-2010,0,16.5,0,12.1,0,13.2,0,5.4,1008.7,16.190
12-sep-2010,0,15.5,0,10.3,0,10.5,0,0.9,1017.8,15.240
13-sep-2010,0,19.7,0,14.1,0,13.2,0,7.9,1011.8,15.542
14-sep-2010,0,16.0,0,9.8,0,12.1,0,1.7,1008.2,15.577
15-sep-2010,0,15.0,0,10.5,0,9.5,0,2.3,1008.2,14.592
16-sep-2010,0,14.9,0,6.7,0,11.1,0,3.0,1012.4,14.710
17-sep-2010,0,14.5,0,4.6,0,6.1,0,0.4,1016.4,13.698
18-sep-2010,0,15.7,0,5.4,0,4.6,0,12.8,1011.8,12.995
19-sep-2010,0,16.9,0,12.8,0,10.5,0,2.5,1003.7,14.142
20-sep-2010,0,19.7,0,12.1,0,12.0,0,0.2,1004.4,14.693
21-sep-2010,0,18.9,0,13.1,0,12.4,0,2.2,1006.8,14.837
22-sep-2010,0,18.5,0,12.6,0,13.8,0,11.6,1003.5,15.113
23-sep-2010,0,14.5,0,10.9,0,12.8,0,0.8,1004.5,14.745
24-sep-2010,0,12.9,0,7.9,0,8.5,0,0.1,1013.2,13.805
25-sep-2010,0,11.5,0,8.0,0,8.3,0,0.0,1018.4,13.100
26-sep-2010,0,10.9,0,5.4,0,7.9,0,0.0,1014.6,12.388
27-sep-2010,0,15.1,0,2.7,0,3.9,0,0.0,1009.7,11.940
28-sep-2010,0,14.6,0,5.9,0,7.9,0,3.7,1006.8,12.050
29-sep-2010,0,16.6,0,3.9,0,5.7,0,2.2,1008.0,11.865
30-sep-2010,0,15.4,0,3.0,0,3.5,0,0.2,999.0,11.665
01-oct-2010,0,14.2,0,8.0,0,10.5,0,5.3,986.2,12.562
02-oct-2010,0,15.7,0,8.4,0,7.7,0,0.8,988.1,12.075
03-oct-2010,0,16.4,0,5.9,0,8.5,0,2.0,988.0,12.385
04-oct-2010,0,14.4,0,3.4,0,3.7,0,3.2,985.8,11.423
05-oct-2010,0,13.6,0,7.6,0,7.5,0,1.8,984.5,11.460
06-oct-2010,0,15.4,0,7.0,0,6.2,0,1.1,994.9,11.233
07-oct-2010,0,17.2,0,8.6,0,8.3,0,0.2,1003.8,11.738
08-oct-2010,0,18.6,0,12.8,0,10.4,0,0.2,1005.3,12.783
09-oct-2010,0,16.7,0,11.9,0,11.9,0,0.0,1009.4,13.398
10-oct-2010,0,14.6,0,8.1,0,9.0,0,0.0,1013.0,12.740
11-oct-2010,0,18.0,0,1.6,0,0.1,0,0.0,1017.4,11.590
12-oct-2010,0,16.0,0,-0.1,0,-1.1,0,0.0,1019.1,10.770
13-oct-2010,0,10.0,0,2.4,0,1.6,0,0.3,1019.8,10.665
14-oct-2010,0,12.4,0,6.3,0,8.4,0,0.0,1020.8,11.392
15-oct-2010,0,13.6,0,5.7,0,1.5,0,5.4,1019.9,11.445
16-oct-2010,0,15.1,0,0.7,0,-0.2,0,0.0,1021.4,10.715
17-oct-2010,0,14.0,0,-0.2,0,-1.5,0,3.6,1020.5,10.125
18-oct-2010,0,12.2,0,8.4,0,5.6,0,3.6,1014.9,10.882
19-oct-2010,0,11.1,0,2.7,0,3.9,0,5.4,1014.0,10.195
20-oct-2010,0,11.0,0,-1.3,0,-2.8,0,0.5,1019.1,8.642
21-oct-2010,0,13.4,0,3.0,0,-0.8,0,0.1,1015.3,9.245
22-oct-2010,0,10.5,0,4.2,0,3.1,0,7.8,1006.8,9.493
23-oct-2010,0,11.6,0,-1.1,0,0.3,0,5.9,1004.7,8.860
24-oct-2010,0,11.4,0,-2.8,0,-4.2,0,0.1,1016.8,7.131
25-oct-2010,0,10.2,0,-3.2,0,-5.3,0,3.0,1015.8,6.375
26-oct-2010,0,15.8,0,10.2,0,2.9,0,9.2,1003.6,10.190
27-oct-2010,0,13.2,0,3.6,0,2.3,0,6.7,1002.8,9.875
28-oct-2010,0,14.3,0,2.5,0,-0.3,0,5.2,994.0,8.810
29-oct-2010,0,12.4,0,5.0,0,8.4,0,6.5,981.4,9.800
30-oct-2010,0,12.4,0,-0.4,0,-1.4,0,0.1,987.2,8.010
31-oct-2010,0,12.0,0,-1.1,0,-2.0,0,0.0,1000.2,7.006
01-nov-2010,0,13.7,0,-0.8,0,-1.3,0,7.2,1002.8,7.234
02-nov-2010,0,11.4,0,7.9,0,5.4,0,13.8,994.9,8.557
03-nov-2010,0,15.0,0,7.6,0,4.2,0,9.5,1000.9,8.623
04-nov-2010,0,15.0,0,9.5,0,7.2,0,12.1,1004.3,10.882
05-nov-2010,0,11.8,0,4.6,0,5.1,0,4.9,1012.7,9.677
06-nov-2010,0,7.4,0,0.5,0,-0.8,0,7.3,1012.8,7.793
07-nov-2010,0,7.0,0,-1.5,0,-3.0,0,20.0,989.5,6.170
08-nov-2010,0,7.6,0,3.7,0,-1.9,0,3.9,964.1,6.641
09-nov-2010,0,10.1,0,-1.7,0,2.4,0,0.0,983.2,6.825
10-nov-2010,0,9.2,0,-1.5,0,-3.3,0,2.2,987.4,5.577
11-nov-2010,0,10.3,0,6.4,0,-1.8,0,11.9,971.3,7.201
12-nov-2010,0,10.1,0,2.0,0,3.6,0,0.8,981.3,6.939
13-nov-2010,0,7.1,0,0.4,0,0.6,0,0.7,983.9,5.511
14-nov-2010,0,5.0,0,-1.3,0,0.9,0,0.0,992.4,5.438
15-nov-2010,0,9.0,0,-1.5,0,0.2,0,2.9,1005.6,5.183
16-nov-2010,0,8.8,0,1.9,0,-0.6,0,16.7,999.1,5.604
17-nov-2010,0,9.7,0,6.2,0,3.8,0,10.7,983.6,6.928
18-nov-2010,0,10.3,0,4.1,0,5.0,0,9.2,989.0,7.850
19-nov-2010,0,8.7,0,1.3,0,-1.7,0,0.0,1002.8,6.048
20-nov-2010,0,8.6,0,2.6,0,-0.1,0,0.0,1011.5,6.200
21-nov-2010,0,7.6,0,-1.8,0,-3.8,0,0.0,1014.8,5.188
22-nov-2010,0,7.5,0,-3.3,0,-6.1,0,0.0,1012.6,3.508
23-nov-2010,0,8.4,0,-3.4,0,-5.6,0,6.0,1012.9,3.214
24-nov-2010,0,6.1,0,-1.1,0,-3.2,0,0.1,1012.1,3.730
25-nov-2010,0,6.5,0,-0.0,0,-5.3,0,3.9,1012.6,2.879
26-nov-2010,0,5.1,0,-1.1,0,-2.3,0,2.0,1007.3,3.371
27-nov-2010,0,3.8,0,-2.7,0,-4.5,0,3.3,1007.5,2.519
28-nov-2010,0,1.9,0,-7.2,0,-6.4,0,0.5,1005.7,1.991
29-nov-2010,0,2.2,0,-6.4,0,-6.7,0,0.0,1012.1,1.536
30-nov-2010,0,2.0,0,-7.0,0,-7.2,0,0.0,1017.0,1.316
01-dec-2010,0,1.6,0,-7.9,0,-8.2,0,0.0,1015.7,1.124
02-dec-2010,0,2.7,0,-10.7,0,-9.3,0,0.0,1014.0,0.949
03-dec-2010,0,1.0,0,-2.5,0,-9.3,0,4.4,1003.9,0.903
04-dec-2010,0,3.6,0,-3.1,0,-3.0,0,0.8,999.9,0.988
05-dec-2010,0,4.7,0,-5.2,0,-5.6,0,0.1,1003.1,0.996
06-dec-2010,0,1.2,0,-7.8,0,-5.2,0,2.9,997.9,1.002
07-dec-2010,0,2.3,0,-10.9,0,-4.5,0,0.7,1005.6,0.980
08-dec-2010,0,1.6,0,-12.3,0,-5.2,0,0.0,1018.5,0.892
09-dec-2010,0,5.9,0,-7.8,0,-5.0,0,0.9,1027.9,0.868
10-dec-2010,0,8.0,0,4.1,0,-1.7,0,1.9,1029.1,1.478
11-dec-2010,0,9.4,0,-2.0,0,2.1,0,0.8,1025.2,3.030
12-dec-2010,0,5.7,0,-4.9,0,-7.8,0,0.0,1021.6,1.485
13-dec-2010,0,4.1,0,-3.3,0,-8.0,0,0.0,1025.4,0.912
14-dec-2010,0,4.2,0,-6.4,0,-8.6,0,0.0,1034.0,0.762
15-dec-2010,0,8.0,0,1.1,0,-8.0,0,0.2,1033.2,1.003
16-dec-2010,0,8.9,0,-1.6,0,0.2,0,4.2,1016.7,2.898
17-dec-2010,0,1.6,0,-2.8,0,-3.6,0,12.0,997.1,2.108
18-dec-2010,0,-2.0,0,-8.8,0,-2.6,0,0.0,988.5,1.859
19-dec-2010,0,-2.4,0,-13.1,0,-4.1,0,0.0,992.9,1.484
20-dec-2010,0,-3.4,0,-16.0,0,-6.3,0,0.0,998.4,1.041
21-dec-2010,0,-2.8,0,-13.6,0,-6.3,0,1.1,1002.6,1.011
22-dec-2010,0,-5.0,0,-15.7,0,-5.7,0,0.0,1009.3,0.887
23-dec-2010,0,-3.7,0,-15.4,0,-5.9,0,0.0,1016.8,0.766
24-dec-2010,0,-5.5,0,-16.3,0,-6.3,0,0.0,1022.2,0.667
25-dec-2010,0,-2.8,0,-17.3,0,-6.8,0,0.1,1023.2,0.566
26-dec-2010,0,4.3,0,-3.6,0,-6.4,0,11.9,1011.0,0.528
27-dec-2010,0,8.1,0,4.2,0,-0.4,0,14.7,997.8,1.108
28-dec-2010,0,11.1,0,7.1,0,5.3,0,1.1,999.3,4.210
29-dec-2010,0,9.9,0,7.8,0,7.1,0,2.5,1009.6,5.930
30-dec-2010,0,9.3,0,5.6,0,5.1,0,0.0,1018.8,5.905
31-dec-2010,0,7.5,0,5.1,0,2.3,0,0.0,1022.8,5.534
01-jan-2011,0,8.7,0,2.0,0,4.2,0,0.8,1025.3,5.396
02-jan-2011,0,3.0,0,-1.2,0,-0.1,0,0.0,1026.8,4.040
03-jan-2011,0,2.1,0,-5.7,0,-9.1,0,0.0,1018.5,2.109
04-jan-2011,0,6.0,0,0.8,0,-7.3,0,8.2,1002.1,2.864
05-jan-2011,0,6.6,0,-0.9,0,-4.5,0,2.5,989.0,2.482
06-jan-2011,0,3.9,0,-5.5,0,-6.8,0,0.2,994.4,1.633
07-jan-2011,0,1.6,0,-8.4,0,-11.4,0,0.0,993.7,0.939
08-jan-2011,0,4.2,0,-6.0,0,-10.2,0,6.0,993.3,0.742
09-jan-2011,0,5.8,0,0.2,0,-4.5,0,0.5,1001.8,0.730
10-jan-2011,0,5.3,0,0.4,0,-2.2,0,6.3,995.6,0.868
11-jan-2011,0,5.2,0,-0.8,0,-3.4,0,6.3,1000.4,1.635
12-jan-2011,0,10.3,0,4.9,0,-2.4,0,2.4,997.6,3.783
13-jan-2011,0,11.0,0,9.4,0,7.3,0,1.9,996.6,6.123
14-jan-2011,0,9.6,0,4.5,0,5.4,0,5.4,994.3,5.735
15-jan-2011,0,12.2,0,7.7,0,0.6,0,21.3,989.6,7.068
16-jan-2011,0,10.4,0,2.5,0,4.9,0,0.4,999.8,6.714
17-jan-2011,0,7.1,0,-2.0,0,-5.1,0,0.1,1014.5,3.567
18-jan-2011,0,8.1,0,-3.2,0,-6.1,0,0.0,1025.5,1.936
19-jan-2011,0,2.6,0,-5.9,0,-8.8,0,0.0,1031.4,1.246
20-jan-2011,0,-0.1,0,-5.3,0,-8.9,0,0.0,1034.4,0.886
21-jan-2011,0,5.9,0,-4.4,0,-4.8,0,0.0,1037.6,0.847
22-jan-2011,0,5.8,0,-4.9,0,-7.8,0,0.0,1039.1,0.738
23-jan-2011,0,8.0,0,-4.2,0,-6.7,0,0.0,1037.9,0.673
24-jan-2011,0,7.9,0,0.2,0,-6.0,0,0.7,1031.3,1.078
25-jan-2011,0,8.9,0,7.3,0,0.7,0,8.6,1019.2,4.380
26-jan-2011,0,7.8,0,-2.2,0,2.0,0,0.0,1015.3,4.337
27-jan-2011,0,5.2,0,-4.0,0,-7.3,0,0.0,1020.8,2.059
28-jan-2011,0,4.1,0,-1.1,0,-4.6,0,0.0,1022.1,2.398
29-jan-2011,0,3.5,0,-4.0,0,-8.5,0,0.0,1022.1,1.949
30-jan-2011,0,4.8,0,-0.8,0,-6.9,0,0.0,1019.8,2.378
31-jan-2011,0,9.8,0,2.4,0,0.4,0,2.6,1014.5,3.510
01-feb-2011,0,10.4,0,3.1,0,-0.2,0,0.6,1014.2,4.425
02-feb-2011,0,10.8,0,2.0,0,2.1,0,5.3,1007.7,5.802
03-feb-2011,0,10.0,0,1.3,0,-0.7,0,10.3,1003.5,4.319
04-feb-2011,0,12.7,0,5.0,0,2.1,0,12.6,996.7,6.252
05-feb-2011,0,8.4,0,5.5,0,4.9,0,5.2,1002.3,6.647
06-feb-2011,0,7.6,0,4.2,0,4.7,0,12.3,1002.5,6.125
07-feb-2011,0,9.9,0,-0.5,0,2.2,0,22.3,999.9,5.625
08-feb-2011,0,9.2,0,-1.8,0,-5.1,0,1.1,1007.3,3.480
09-feb-2011,0,9.2,0,5.0,0,-0.1,0,11.0,1003.8,6.076
10-feb-2011,0,8.3,0,-1.6,0,-3.5,0,0.0,1003.9,5.038
11-feb-2011,0,11.1,0,0.5,0,-0.8,0,4.4,1001.1,5.848
12-feb-2011,0,7.5,0,-2.7,0,-6.4,0,2.6,996.7,3.930
13-feb-2011,0,6.6,0,0.4,0,-0.8,0,0.8,988.3,4.683
14-feb-2011,0,6.7,0,-0.9,0,0.0,0,0.9,987.5,4.748
15-feb-2011,0,6.4,0,-0.1,0,-4.8,0,1.4,978.9,3.727
16-feb-2011,0,8.7,0,-1.8,0,-1.9,0,0.1,985.1,4.570
17-feb-2011,0,9.1,0,-3.3,0,-7.0,0,0.0,998.2,3.455
18-feb-2011,0,8.6,0,4.3,0,-1.6,0,10.3,997.9,4.880
19-feb-2011,0,11.8,0,5.7,0,4.0,0,0.1,998.8,6.219
20-feb-2011,0,10.3,0,6.2,0,3.7,0,1.1,1001.0,6.175
21-feb-2011,0,10.1,0,5.8,0,5.4,0,1.0,1003.6,7.144
22-feb-2011,0,10.6,0,6.9,0,4.4,0,3.6,1004.9,7.312
23-feb-2011,0,13.6,0,9.6,0,7.9,0,0.5,1004.2,8.667
24-feb-2011,0,12.8,0,9.1,0,7.9,0,1.1,1008.6,8.790
25-feb-2011,0,13.5,0,6.6,0,6.1,0,7.1,1008.0,9.243
26-feb-2011,0,9.2,0,2.6,0,-0.4,0,1.9,1012.4,7.389
27-feb-2011,0,9.5,0,-1.3,0,-0.5,0,2.2,1021.9,6.188
28-feb-2011,0,9.9,0,-3.6,0,-6.8,0,0.5,1030.7,5.222
01-mar-2011,0,11.1,0,-0.1,0,-2.7,0,0.0,1034.2,6.093
02-mar-2011,0,8.9,0,-0.3,0,-4.0,0,0.0,1032.9,4.973
03-mar-2011,0,13.2,0,-0.1,0,-0.3,0,0.0,1033.4,6.911
04-mar-2011,0,9.5,0,-1.8,0,-4.6,0,0.0,1030.2,5.931
05-mar-2011,0,10.9,0,4.1,0,0.8,0,0.0,1027.9,7.297
06-mar-2011,0,7.9,0,4.5,0,3.7,0,0.0,1026.2,6.977
07-mar-2011,0,9.5,0,4.2,0,3.1,0,0.2,1022.0,6.697
08-mar-2011,0,10.0,0,0.2,0,-4.0,0,1.0,1012.5,6.014
09-mar-2011,0,9.9,0,3.6,0,2.0,0,3.5,1005.4,6.352
10-mar-2011,0,9.2,0,2.7,0,4.7,0,1.5,1003.1,6.820
11-mar-2011,0,5.2,0,1.1,0,-0.8,0,8.2,1002.4,5.391
12-mar-2011,0,5.5,0,0.4,0,-0.1,0,6.4,995.1,5.226
13-mar-2011,0,5.8,0,1.1,0,-0.7,0,8.6,999.7,4.987
14-mar-2011,0,6.9,0,0.1,0,0.2,0,0.6,1009.6,4.864
15-mar-2011,0,10.1,0,-2.7,0,-6.6,0,0.0,1012.5,5.202
16-mar-2011,0,11.9,0,-4.4,0,-8.5,0,0.0,1010.4,5.022
17-mar-2011,0,7.9,0,-2.7,0,0.1,0,2.0,1012.0,6.207
18-mar-2011,0,9.9,0,-5.0,0,-9.6,0,0.0,1020.5,4.925
19-mar-2011,0,10.8,0,-3.6,0,-7.2,0,2.0,1022.8,5.267
20-mar-2011,0,13.0,0,6.7,0,5.5,0,0.4,1021.4,7.867
21-mar-2011,0,15.1,0,7.9,0,7.0,0,1.5,1027.2,9.155
22-mar-2011,0,15.0,0,7.2,0,4.2,0,0.0,1033.0,9.485
23-mar-2011,0,16.2,0,1.9,0,1.3,0,0.0,1034.8,9.953
24-mar-2011,0,16.9,0,-1.4,0,-4.6,0,0.0,1029.2,9.412
25-mar-2011,0,13.2,0,-2.3,0,-5.7,0,0.0,1020.0,8.726
26-mar-2011,0,13.0,0,0.4,0,-4.4,0,0.0,1013.3,8.747
27-mar-2011,0,12.2,0,2.8,0,4.3,0,0.0,1012.1,9.720
28-mar-2011,0,12.5,0,0.2,0,-2.6,0,0.0,1010.3,9.065
29-mar-2011,0,11.0,0,2.9,0,-1.6,0,0.0,1004.2,8.750
30-mar-2011,0,14.8,0,7.8,0,5.5,0,2.0,996.3,10.220
31-mar-2011,0,14.6,0,9.1,0,7.9,0,5.8,992.2,10.800
01-apr-2011,0,15.0,0,6.3,0,9.4,0,16.5,995.6,11.260
02-apr-2011,0,13.5,0,3.7,0,0.7,0,6.2,998.4,10.435
03-apr-2011,0,11.6,0,2.2,0,-0.8,0,0.2,1005.6,9.488
04-apr-2011,0,15.0,0,5.7,0,2.5,0,10.3,1003.0,9.568
05-apr-2011,0,14.3,0,11.7,0,9.0,0,6.4,1003.6,11.372
06-apr-2011,0,14.4,0,9.3,0,11.2,0,6.2,1013.7,12.108
07-apr-2011,0,13.1,0,2.5,0,5.5,0,0.1,1023.0,12.780
08-apr-2011,0,18.0,0,-0.7,0,-2.2,0,0.0,1023.1,11.240
09-apr-2011,0,17.8,0,6.2,0,1.1,0,0.0,1017.0,11.167
10-apr-2011,0,17.1,0,9.6,0,7.0,0,0.0,1018.0,12.185
11-apr-2011,0,11.7,0,3.0,0,4.1,0,2.6,1020.4,11.337
12-apr-2011,0,11.6,0,1.5,0,-2.1,0,1.5,1021.5,9.358
13-apr-2011,0,14.7,0,5.5,0,4.9,0,8.7,1011.1,10.477
14-apr-2011,0,13.5,0,7.8,0,6.6,0,0.4,1011.7,11.905
15-apr-2011,0,14.4,0,5.2,0,1.8,0,0.5,1014.7,11.698
16-apr-2011,0,13.5,0,7.0,0,6.3,0,0.0,1018.5,12.255
17-apr-2011,0,15.8,0,6.4,0,6.9,0,0.0,1019.5,13.055
18-apr-2011,0,18.0,0,2.4,0,-0.6,0,0.0,1012.3,12.285
19-apr-2011,0,18.0,0,1.4,0,-0.7,0,0.0,1010.7,12.663
20-apr-2011,0,19.4,0,8.1,0,6.6,0,0.0,1011.6,13.778
21-apr-2011,0,20.6,0,9.3,0,8.4,0,0.3,1007.3,14.622
22-apr-2011,0,19.4,0,9.7,0,5.2,0,0.0,1001.2,13.917
23-apr-2011,0,14.1,0,6.0,0,4.0,0,0.0,1009.2,13.530
24-apr-2011,0,13.3,0,7.6,0,3.5,0,0.6,1017.8,13.012
25-apr-2011,0,12.8,0,6.8,0,6.2,0,0.0,1025.0,13.082
26-apr-2011,0,16.7,0,5.8,0,1.7,0,0.0,1024.6,13.057
27-apr-2011,0,15.8,0,7.7,0,4.2,0,0.4,1022.3,13.360
28-apr-2011,0,18.9,0,4.5,0,9.5,0,0.0,1018.2,15.443
29-apr-2011,0,18.9,0,-0.7,0,-2.0,0,0.0,1013.2,13.875
30-apr-2011,0,19.2,0,7.5,0,4.5,0,0.0,1009.4,14.155
01-may-2011,0,18.6,0,7.4,0,5.6,0,0.0,1008.0,13.682
02-may-2011,0,17.3,0,8.2,0,4.1,0,0.0,1009.1,13.620
03-may-2011,0,14.6,0,6.1,0,3.6,0,0.0,1011.1,12.452
04-may-2011,0,12.2,0,8.4,0,6.0,0,5.2,1008.8,11.650
05-may-2011,0,15.2,0,10.6,0,9.3,0,5.9,1003.9,12.685
06-may-2011,0,16.5,0,10.0,0,8.9,0,7.8,1000.8,13.382
07-may-2011,0,18.5,0,8.0,0,4.3,0,2.6,997.9,13.993
08-may-2011,0,16.9,0,9.6,0,9.0,0,4.0,996.2,14.023
09-may-2011,0,16.8,0,10.2,0,9.4,0,8.8,1001.7,13.600
10-may-2011,0,14.5,0,9.0,0,9.0,0,6.7,1008.3,13.523
11-may-2011,0,13.6,0,8.0,0,6.5,0,1.6,1013.0,13.505
12-may-2011,0,13.3,0,7.8,0,8.4,0,5.4,1013.4,13.062
13-may-2011,0,11.9,0,6.3,0,4.5,0,2.8,1013.7,12.850
14-may-2011,0,11.9,0,7.8,0,5.4,0,4.7,1019.1,12.312
15-may-2011,0,13.0,0,8.4,0,5.9,0,2.6,1020.8,11.797
16-may-2011,0,12.8,0,11.1,0,10.4,0,4.2,1016.7,12.083
17-may-2011,0,15.4,0,8.8,0,10.6,0,0.9,1010.6,13.542
